,personNr1,personNr2,connection
3008,19440219-6374,19100326-2333,child of
3009,19100326-2333,19440219-6374,parent of
3010,19100326-2333,19020119-1475,partner of
3011,19481116-9542,19610920-2394,partner of
3012,19481116-9542,19620908-2149,partner of
3013,19610920-2394,19620908-2149,partner of
3014,19160406-6199,19290504-8692,partner of
3015,19310105-6231,19290504-8692,partner of
3016,19001005-9551,19010116-7166,partner of
3017,19261216-2247,19350701-9750,partner of
3018,19220313-2186,19230215-3862,partner of
3019,19730202-6518,19610619-1890,partner of
3020,19560524-4941,19570119-4942,partner of
3021,19230701-8335,19180130-9308,partner of
3022,19440520-1750,19440222-9508,partner of
3023,19620622-1088,19631230-3689,partner of
3024,19630520-6048,19591221-2270,partner of
3025,19630520-6048,19591227-1501,partner of
3026,19630520-6048,19500124-6337,partner of
3027,19591221-2270,19591227-1501,partner of
3028,19591221-2270,19500124-6337,partner of
3029,19591227-1501,19500124-6337,partner of
3030,19710812-3175,19471227-1508,child of
3031,19471227-1508,19710812-3175,parent of
3032,19471227-1508,19501102-8690,partner of
3033,19471227-1508,19371105-1614,partner of
3034,19501102-8690,19371105-1614,partner of
3035,19020907-5941,19000615-3383,partner of
3036,19520527-5433,19610314-3952,partner of
3037,19520527-5433,19591101-1642,partner of
3038,19610314-3952,19591101-1642,partner of
3039,19350209-7781,19300327-2515,partner of
3040,19350209-7781,19350308-5935,partner of
3041,19300327-2515,19350308-5935,partner of
3042,19610531-1991,19390215-5545,child of
3043,19390215-5545,19610531-1991,parent of
3044,19390215-5545,19260409-7523,partner of
3045,19541010-2908,19150411-4965,child of
3046,19150411-4965,19541010-2908,parent of
3047,19150411-4965,19110101-2975,partner of
3048,19581222-3317,19690719-5232,partner of
3049,19540819-6151,19350925-4756,child of
3050,19650305-9417,19350925-4756,child of
3051,19350925-4756,19540819-6151,parent of
3052,19350925-4756,19650305-9417,parent of
3053,19540819-6151,19650305-9417,partner of
3054,19350925-4756,19391012-9115,partner of
3055,19530101-4010,19411211-5383,partner of
3056,19400129-9906,19380301-7154,partner of
3057,19400129-9906,19321213-2740,partner of
3058,19380301-7154,19321213-2740,partner of
3059,19090427-7439,19140716-1142,partner of
3060,19540201-8855,19100807-5339,child of
3061,19100807-5339,19540201-8855,parent of
3062,19100807-5339,19220611-8558,partner of
3063,19100807-5339,19050616-8805,partner of
3064,19460812-9285,19081218-2254,child of
3065,19470916-7980,19081218-2254,child of
3066,19081218-2254,19460812-9285,parent of
3067,19081218-2254,19470916-7980,parent of
3068,19460812-9285,19470916-7980,partner of
3069,19370610-6675,19270605-1094,partner of
3070,19270605-1094,19161218-2658,partner of
3071,19090611-2435,19200909-6752,partner of
3072,19231126-6907,19200806-3730,partner of
3073,19110128-8525,19150112-5425,partner of
3074,19621102-4601,19611111-9466,partner of
3075,19120204-7151,19140908-4245,partner of
3076,19340824-2830,19271201-4418,partner of
3077,19221215-7550,19300907-4978,partner of
3078,19150417-8719,19100801-4476,partner of
3079,19530413-2971,19150520-9702,child of
3080,19150520-9702,19530413-2971,parent of
3081,19150520-9702,19101218-3482,partner of
3082,19150520-9702,19160513-9581,partner of
3083,19101218-3482,19160513-9581,partner of
3084,19470122-3049,19550622-1941,partner of
3085,19510317-4791,19480322-5756,partner of
3086,19690322-1587,19700822-5523,partner of
3087,19710419-1090,19711231-7793,partner of
3088,19690809-1464,19231206-2454,child of
3089,19231206-2454,19690809-1464,parent of
3090,19210701-3730,19231206-2454,partner of
3091,19151014-6372,19240505-6947,partner of
3092,19131215-2048,19170611-3722,partner of
3093,19080608-2730,19050819-9069,partner of
3094,19050717-7365,19020621-8224,partner of
3095,19050717-7365,19081102-2106,partner of
3096,19020621-8224,19081102-2106,partner of
3097,19150414-8903,19181112-6972,partner of
3098,19360720-7442,19310309-4907,partner of
3099,19240109-2541,19201023-7790,partner of
3100,19460329-3195,19480910-4134,partner of
3101,19490913-1579,19370113-2583,partner of
3102,19520603-6012,19500121-6953,partner of
3103,19680816-5907,19090712-5276,child of
3104,19600514-1025,19090712-5276,child of
3105,19550414-1290,19090712-5276,child of
3106,19090712-5276,19680816-5907,parent of
3107,19090712-5276,19600514-1025,parent of
3108,19090712-5276,19550414-1290,parent of
3109,19680816-5907,19600514-1025,partner of
3110,19680816-5907,19550414-1290,partner of
3111,19600514-1025,19550414-1290,partner of
3112,19641024-8141,19170406-7654,child of
3113,19170406-7654,19641024-8141,parent of
3114,19170406-7654,19100525-7787,partner of
3115,19170406-7654,19170105-3886,partner of
3116,19100525-7787,19170105-3886,partner of
3117,19311221-6624,19450312-1060,partner of
3118,19450312-1060,19461207-2719,partner of
3119,19370416-7488,19180118-2984,child of
3120,19370803-3141,19180118-2984,child of
3121,19180118-2984,19370416-7488,parent of
3122,19180118-2984,19370803-3141,parent of
3123,19370416-7488,19370803-3141,partner of
3124,19370524-8649,19380913-3167,partner of
3125,19410616-8216,19490530-4041,partner of
3126,19620814-3015,19181124-6308,child of
3127,19560805-1009,19181124-6308,child of
3128,19181124-6308,19620814-3015,parent of
3129,19181124-6308,19560805-1009,parent of
3130,19620814-3015,19560805-1009,partner of
3131,19570217-9723,19410920-4705,child of
3132,19650226-7133,19410920-4705,child of
3133,19410920-4705,19570217-9723,parent of
3134,19410920-4705,19650226-7133,parent of
3135,19570217-9723,19540113-3130,partner of
3136,19570217-9723,19650226-7133,partner of
3137,19410920-4705,19540113-3130,partner of
3138,19540113-3130,19650226-7133,partner of
3139,19360206-7339,19310707-9722,partner of
3140,19360206-7339,19420828-4970,partner of
3141,19310707-9722,19420828-4970,partner of
3142,19200307-4697,19230731-5291,partner of
3143,19111121-1696,19180427-4810,partner of
3144,19170410-6889,19210617-7760,partner of
3145,19560312-9192,19470104-6122,partner of
3146,19610426-9339,19610818-1467,partner of
3147,19610426-9339,19580129-9636,partner of
3148,19610818-1467,19580129-9636,partner of
3149,19580123-4465,19151231-4606,child of
3150,19460608-2407,19151231-4606,child of
3151,19460527-9912,19151231-4606,child of
3152,19151231-4606,19580123-4465,parent of
3153,19151231-4606,19460608-2407,parent of
3154,19151231-4606,19460527-9912,parent of
3155,19580123-4465,19460608-2407,partner of
3156,19580123-4465,19460527-9912,partner of
3157,19460608-2407,19460527-9912,partner of
3158,19440930-5112,19460427-3800,partner of
3159,19420512-1758,19470914-5232,partner of
3160,19410524-9723,19401212-3652,partner of
3161,19410524-9723,19391101-5409,partner of
3162,19401212-3652,19391101-5409,partner of
3163,19000708-8594,19040518-1909,partner of
3164,19321214-3085,19380314-6811,partner of
3165,19321214-3085,19280407-5682,partner of
3166,19380314-6811,19280407-5682,partner of
3167,19430703-5592,19390103-3146,partner of
3168,19120202-2442,19080107-9958,partner of
3169,19161213-9088,19260714-6518,partner of
3170,19330901-6568,19260714-6518,partner of
3171,19430701-8553,19410107-6348,partner of
3172,19430701-8553,19330712-8955,partner of
3173,19410107-6348,19330712-8955,partner of
3174,19180101-2233,19210806-5651,partner of
3175,19561227-8670,19640111-5440,partner of
3176,19281204-5690,19211124-3153,partner of
3177,19550129-7553,19590612-8409,partner of
3178,19550814-9813,19081203-8632,child of
3179,19530818-9168,19081203-8632,child of
3180,19590328-8369,19081203-8632,child of
3181,19081203-8632,19550814-9813,parent of
3182,19081203-8632,19530818-9168,parent of
3183,19081203-8632,19590328-8369,parent of
3184,19550814-9813,19530818-9168,partner of
3185,19550814-9813,19590328-8369,partner of
3186,19530818-9168,19590328-8369,partner of
3187,19401019-5802,19271003-9785,partner of
3188,19470428-4983,19391226-8900,partner of
3189,19240213-4644,19271127-7782,partner of
3190,19271127-7782,19391226-8900,partner of
3191,19300805-6168,19320726-4388,partner of
3192,19120725-9394,19090312-2338,partner of
3193,19440519-7371,19461130-4842,partner of
3194,19160910-7546,19160330-6524,partner of
3195,19160910-7546,19220623-3384,partner of
3196,19160330-6524,19220623-3384,partner of
3197,19471125-2781,19041005-4978,child of
3198,19550923-5749,19041005-4978,child of
3199,19320824-2050,19041005-4978,child of
3200,19041005-4978,19471125-2781,parent of
3201,19041005-4978,19550923-5749,parent of
3202,19041005-4978,19320824-2050,parent of
3203,19471125-2781,19320824-2050,child of
3204,19550923-5749,19320824-2050,child of
3205,19320824-2050,19471125-2781,parent of
3206,19320824-2050,19550923-5749,parent of
3207,19471125-2781,19550923-5749,partner of
3208,19701006-2729,19110226-4008,child of
3209,19450802-7154,19110226-4008,child of
3210,19110226-4008,19701006-2729,parent of
3211,19110226-4008,19450802-7154,parent of
3212,19701006-2729,19450802-7154,child of
3213,19450802-7154,19701006-2729,parent of
3214,19110226-4008,19190730-7529,partner of
3215,19060607-4398,19080611-9306,partner of
3216,19060607-4398,19070124-3301,partner of
3217,19080611-9306,19070124-3301,partner of
3218,19420413-3272,19390322-1715,partner of
3219,19650318-4339,19600128-3541,partner of
3220,19360722-5714,19000506-7211,child of
3221,19460219-9164,19000506-7211,child of
3222,19000506-7211,19360722-5714,parent of
3223,19000506-7211,19460219-9164,parent of
3224,19360722-5714,19460219-9164,partner of
3225,19730710-1627,19660710-9974,partner of
3226,19361118-1677,19250813-6072,partner of
3227,19001120-4967,19051203-9120,partner of
3228,19141128-3852,19270221-8372,partner of
3229,19730821-1326,19631128-9888,partner of
3230,19281214-1282,19260420-8762,partner of
3231,19521218-3867,19560710-6076,partner of
3232,19690910-1261,19470616-3147,child of
3233,19470616-3147,19690910-1261,parent of
3234,19470228-4978,19470616-3147,partner of
3235,19530601-6685,19281027-3362,child of
3236,19451101-9073,19281027-3362,child of
3237,19281027-3362,19530601-6685,parent of
3238,19281027-3362,19451101-9073,parent of
3239,19281027-3362,19020704-1530,child of
3240,19530601-6685,19020704-1530,child of
3241,19451101-9073,19020704-1530,child of
3242,19020704-1530,19281027-3362,parent of
3243,19020704-1530,19530601-6685,parent of
3244,19020704-1530,19451101-9073,parent of
3245,19530601-6685,19451101-9073,partner of
3246,19141218-6992,19250831-6965,partner of
3247,19300228-3696,19421117-3541,partner of
3248,19480614-7185,19250805-8379,child of
3249,19540522-7253,19250805-8379,child of
3250,19250805-8379,19480614-7185,parent of
3251,19250805-8379,19540522-7253,parent of
3252,19480614-7185,19540522-7253,partner of
3253,19421225-6233,19461204-1171,partner of
3254,19401213-9485,19471210-9714,partner of
3255,19580906-3739,19650102-3969,partner of
3256,19580906-3739,19471210-9714,partner of
3257,19480322-5667,19450413-8507,partner of
3258,19640922-5909,19180428-2182,child of
3259,19180428-2182,19640922-5909,parent of
3260,19180428-2182,19060820-4891,partner of
3261,19731014-4723,19640922-5909,partner of
3262,19220527-6022,19181129-9322,partner of
3263,19530820-1624,19440104-4845,partner of
3264,19530429-4946,19530405-8084,partner of
3265,19341228-9892,19440227-4098,partner of
3266,19560913-1507,19440227-4098,partner of
3267,19290714-7350,19121220-5627,child of
3268,19530804-9500,19121220-5627,child of
3269,19121220-5627,19290714-7350,parent of
3270,19121220-5627,19530804-9500,parent of
3271,19530804-9500,19140809-9759,child of
3272,19140809-9759,19530804-9500,parent of
3273,19121220-5627,19140809-9759,partner of
3274,19421019-7794,19500727-2124,partner of
3275,19220423-1320,19240502-4066,partner of
3276,19470606-1687,19310815-4080,child of
3277,19310815-4080,19470606-1687,parent of
3278,19280714-3851,19171220-1436,partner of
3279,19190510-6771,19071112-9960,partner of
3280,19631013-8839,19090604-6753,child of
3281,19280604-3324,19090604-6753,child of
3282,19090604-6753,19631013-8839,parent of
3283,19090604-6753,19280604-3324,parent of
3284,19390821-7461,19311003-1847,partner of
3285,19591227-4151,19580228-3737,partner of
3286,19190209-3497,19240814-3580,partner of
3287,19600619-4302,19730224-4853,partner of
3288,19600619-4302,19680404-8751,partner of
3289,19730224-4853,19680404-8751,partner of
3290,19250928-6796,19140118-9020,partner of
3291,19211125-7342,19311107-8100,partner of
3292,19710724-9191,19060206-8585,child of
3293,19060206-8585,19710724-9191,parent of
3294,19070628-5871,19060206-8585,partner of
3295,19210526-2401,19200920-5051,partner of
3296,19690203-6880,19580814-4504,partner of
3297,19690203-6880,19690318-5062,partner of
3298,19580814-4504,19690318-5062,partner of
3299,19211108-4886,19130920-7386,partner of
3300,19211108-4886,19240614-3673,partner of
3301,19130920-7386,19240614-3673,partner of
3302,19580620-9721,19170408-2129,child of
3303,19170408-2129,19580620-9721,parent of
3304,19690130-1825,19080317-8216,child of
3305,19080317-8216,19690130-1825,parent of
3306,19090910-3462,19080317-8216,partner of
3307,19090910-3462,19071104-8603,partner of
3308,19080317-8216,19071104-8603,partner of
3309,19460621-5704,19070125-7953,child of
3310,19351015-5401,19070125-7953,child of
3311,19070125-7953,19460621-5704,parent of
3312,19070125-7953,19351015-5401,parent of
3313,19460621-5704,19351015-5401,partner of
3314,19560924-6092,19680511-8512,partner of
3315,19240123-5932,19370901-6778,partner of
3316,19240123-5932,19150803-7781,partner of
3317,19240123-5932,19250915-6369,partner of
3318,19370901-6778,19250915-6369,partner of
3319,19150803-7781,19250915-6369,partner of
3320,19430509-8322,19091222-2029,child of
3321,19091222-2029,19430509-8322,parent of
3322,19670217-5157,19581130-3829,partner of
3323,19511215-5993,19581130-3829,partner of
3324,19111201-8825,19031228-5277,partner of
3325,19111201-8825,19160228-1193,partner of
3326,19031228-5277,19160228-1193,partner of
3327,19540908-2467,19660724-5071,partner of
3328,19710820-1503,19660724-5071,partner of
3329,19150410-5064,19081020-3488,partner of
3330,19150410-5064,19170401-3764,partner of
3331,19081020-3488,19170401-3764,partner of
3332,19160409-9065,19261104-1376,partner of
3333,19590630-6664,19580412-5992,partner of
3334,19061117-5713,19140607-9654,partner of
3335,19571231-9644,19380311-5959,child of
3336,19660314-6379,19380311-5959,child of
3337,19380311-5959,19571231-9644,parent of
3338,19380311-5959,19660314-6379,parent of
3339,19571231-9644,19480716-1651,partner of
3340,19571231-9644,19660314-6379,partner of
3341,19480716-1651,19380311-5959,partner of
3342,19650730-2208,19091128-6718,child of
3343,19091128-6718,19650730-2208,parent of
3344,19620211-6476,19350305-3450,child of
3345,19350305-3450,19620211-6476,parent of
3346,19500321-8950,19620211-6476,partner of
3347,19441221-5434,19350427-9814,partner of
3348,19500526-6299,19451208-5815,partner of
3349,19500526-6299,19420426-5382,partner of
3350,19451208-5815,19420426-5382,partner of
3351,19401219-2323,19490530-1930,partner of
3352,19541012-5166,19310121-8896,child of
3353,19310121-8896,19541012-5166,parent of
3354,19310121-8896,19301107-1837,partner of
3355,19310121-8896,19410712-7766,partner of
3356,19541012-5166,19410712-7766,partner of
3357,19301107-1837,19410712-7766,partner of
3358,19650215-3353,19460225-1925,child of
3359,19460225-1925,19650215-3353,parent of
3360,19460225-1925,19101116-4209,child of
3361,19650215-3353,19101116-4209,child of
3362,19101116-4209,19460225-1925,parent of
3363,19101116-4209,19650215-3353,parent of
3364,19020905-3594,19101116-4209,partner of
3365,19490531-2467,19600909-9095,partner of
3366,19490531-2467,19440219-1329,partner of
3367,19660331-4753,19600909-9095,partner of
3368,19121001-7201,19150712-3023,partner of
3369,19700809-3728,19591022-4138,partner of
3370,19561101-7301,19551117-4105,partner of
3371,19260806-4477,19380921-2962,partner of
3372,19691219-4703,19330410-9385,child of
3373,19330410-9385,19691219-4703,parent of
3374,19330410-9385,19250911-3733,partner of
3375,19250911-3733,19140615-9258,partner of
3376,19440831-2508,19070907-5939,child of
3377,19610712-9885,19070907-5939,child of
3378,19490303-7328,19070907-5939,child of
3379,19070907-5939,19440831-2508,parent of
3380,19070907-5939,19610712-9885,parent of
3381,19070907-5939,19490303-7328,parent of
3382,19440831-2508,19490303-7328,partner of
3383,19610712-9885,19490303-7328,partner of
3384,19530208-1900,19401108-6190,partner of
3385,19401108-6190,19280610-8690,partner of
3386,19111015-9828,19060216-6190,partner of
3387,19290121-2425,19400629-1002,partner of
3388,19290121-2425,19371120-9999,partner of
3389,19400629-1002,19371120-9999,partner of
3390,19400809-3460,19351127-8780,partner of
3391,19570208-6461,19531004-4949,partner of
3392,19570208-6461,19681002-9354,partner of
3393,19570208-6461,19640319-9141,partner of
3394,19531004-4949,19640319-9141,partner of
3395,19681002-9354,19640319-9141,partner of
3396,19020308-7756,19011123-6012,partner of
3397,19160127-5133,19160309-4568,partner of
3398,19160127-5133,19290302-4555,partner of
3399,19160309-4568,19290302-4555,partner of
3400,19700122-6280,19650116-1460,partner of
3401,19071023-5111,19050723-5213,partner of
3402,19210420-8003,19240316-8603,partner of
3403,19210420-8003,19140603-4867,partner of
3404,19240316-8603,19140603-4867,partner of
3405,19370406-6978,19430324-2189,partner of
3406,19320317-1056,19220310-5784,partner of
3407,19390318-7088,19500416-8496,partner of
3408,19390318-7088,19341221-2333,partner of
3409,19281101-2458,19340121-4007,partner of
3410,19650709-4636,19320622-5268,child of
3411,19320622-5268,19650709-4636,parent of
3412,19320622-5268,19440808-4082,partner of
3413,19550821-5714,19531227-5498,partner of
3414,19631202-5476,19640317-2421,partner of
3415,19220708-9257,19260210-5410,partner of
3416,19600422-3016,19540804-9825,partner of
3417,19600422-3016,19470522-8221,partner of
3418,19540804-9825,19470522-8221,partner of
3419,19171128-5316,19210215-3317,partner of
3420,19160617-5410,19111022-6483,partner of
3421,19570916-4298,19550108-5896,partner of
3422,19450711-1366,19560127-7538,partner of
3423,19051211-4588,19040326-9307,partner of
3424,19601109-6093,19090506-8090,child of
3425,19590727-7627,19090506-8090,child of
3426,19090506-8090,19601109-6093,parent of
3427,19090506-8090,19590727-7627,parent of
3428,19601109-6093,19590727-7627,partner of
3429,19090506-8090,19061017-1655,partner of
3430,19181107-9633,19280814-2844,partner of
3431,19181107-9633,19100501-4213,partner of
3432,19601219-3521,19380301-6192,child of
3433,19380301-6192,19601219-3521,parent of
3434,19601219-3521,19071017-1445,child of
3435,19380301-6192,19071017-1445,child of
3436,19071017-1445,19601219-3521,parent of
3437,19071017-1445,19380301-6192,parent of
3438,19030514-9399,19071017-1445,partner of
3439,19651211-6374,19660321-8154,partner of
3440,19490716-1695,19470106-2395,partner of
3441,19490716-1695,19610607-8609,partner of
3442,19030409-7450,19041225-8156,partner of
3443,19030409-7450,19100302-8168,partner of
3444,19041225-8156,19100302-8168,partner of
3445,19250914-5551,19301027-7677,partner of
3446,19250914-5551,19250919-1184,partner of
3447,19301027-7677,19250919-1184,partner of
3448,19301027-7677,19390519-7013,partner of
3449,19511125-8903,19140228-9483,child of
3450,19720929-6248,19140228-9483,child of
3451,19140228-9483,19511125-8903,parent of
3452,19140228-9483,19720929-6248,parent of
3453,19140228-9483,19260803-5270,partner of
3454,19660220-2718,19140718-5196,child of
3455,19430116-3329,19140718-5196,child of
3456,19680122-5153,19140718-5196,child of
3457,19140718-5196,19660220-2718,parent of
3458,19140718-5196,19430116-3329,parent of
3459,19140718-5196,19680122-5153,parent of
3460,19660220-2718,19430116-3329,child of
3461,19680122-5153,19430116-3329,child of
3462,19430116-3329,19660220-2718,parent of
3463,19430116-3329,19680122-5153,parent of
3464,19660220-2718,19680122-5153,partner of
3465,19320517-8732,19190430-6258,partner of
3466,19621102-7007,19250414-9063,child of
3467,19250414-9063,19621102-7007,parent of
3468,19250414-9063,19150930-1388,partner of
3469,19301027-3404,19181220-1120,partner of
3470,19600312-9718,19511216-8662,partner of
3471,19150618-3315,19050519-4049,partner of
3472,19460513-8451,19331129-3510,partner of
3473,19630820-6507,19190412-8851,child of
3474,19561024-7089,19190412-8851,child of
3475,19190412-8851,19630820-6507,parent of
3476,19190412-8851,19561024-7089,parent of
3477,19630820-6507,19561024-7089,partner of
3478,19291214-9924,19311112-3586,partner of
3479,19701211-2988,19410821-5476,child of
3480,19410821-5476,19701211-2988,parent of
3481,19150908-9456,19031028-9711,partner of
3482,19131127-4080,19210926-7684,partner of
3483,19650617-6272,19681217-6291,partner of
3484,19561212-9192,19570401-4706,partner of
3485,19211225-6721,19190217-6141,partner of
3486,19150605-3457,19120820-3272,partner of
3487,19370324-2424,19290302-6030,partner of
3488,19520509-9540,19360708-8212,child of
3489,19530610-8064,19360708-8212,child of
3490,19360708-8212,19520509-9540,parent of
3491,19360708-8212,19530610-8064,parent of
3492,19520509-9540,19530610-8064,partner of
3493,19700122-3744,19680103-7257,partner of
3494,19350417-8724,19290523-5458,partner of
3495,19030319-5293,19100524-8148,partner of
3496,19591106-5851,19540424-8406,partner of
3497,19451014-5190,19160122-2387,child of
3498,19530404-4981,19160122-2387,child of
3499,19160122-2387,19451014-5190,parent of
3500,19160122-2387,19530404-4981,parent of
3501,19110702-4147,19160122-2387,partner of
3502,19451014-5190,19530404-4981,partner of
3503,19440429-1275,19350422-4027,partner of
3504,19660310-6271,19450611-8788,child of
3505,19641203-9338,19450611-8788,child of
3506,19450611-8788,19660310-6271,parent of
3507,19450611-8788,19641203-9338,parent of
3508,19660310-6271,19641203-9338,partner of
3509,19641203-9338,19520212-8635,partner of
3510,19520212-8635,19450611-8788,partner of
3511,19600423-1553,19570603-2890,partner of
3512,19651024-1620,19720415-5530,partner of
3513,19240125-7764,19211129-2996,partner of
3514,19180308-1627,19060624-5117,partner of
3515,19221027-1202,19270528-2072,partner of
3516,19360204-5825,19270528-2072,partner of
3517,19540623-8376,19670719-8859,partner of
3518,19350220-6087,19130223-8171,child of
3519,19330324-1223,19130223-8171,child of
3520,19301229-6551,19130223-8171,child of
3521,19130223-8171,19350220-6087,parent of
3522,19130223-8171,19330324-1223,parent of
3523,19130223-8171,19301229-6551,parent of
3524,19350220-6087,19330324-1223,partner of
3525,19350220-6087,19301229-6551,partner of
3526,19330324-1223,19301229-6551,partner of
3527,19420625-8469,19440929-6884,partner of
3528,19340425-3769,19400220-2661,partner of
3529,19520928-3355,19570823-4272,partner of
3530,19370331-2597,19501101-4799,partner of
3531,19370331-2597,19250923-9531,partner of
3532,19551130-6692,19480201-7673,partner of
3533,19480201-7673,19410205-7814,partner of
3534,19161122-9247,19170810-8759,partner of
3535,19320101-7530,19211107-5487,partner of
3536,19291217-7190,19290920-9891,partner of
3537,19520203-1568,19650119-5285,partner of
3538,19540629-5760,19280615-7471,child of
3539,19280615-7471,19540629-5760,parent of
3540,19280615-7471,19400201-2833,partner of
3541,19151211-8479,19040404-9906,partner of
3542,19151211-8479,19210903-3551,partner of
3543,19610810-4590,19120918-6200,child of
3544,19120918-6200,19610810-4590,parent of
3545,19551002-5624,19411214-6199,partner of
3546,19551002-5624,19421220-4757,partner of
3547,19340620-4965,19411214-6199,partner of
3548,19340620-4965,19421220-4757,partner of
3549,19411214-6199,19421220-4757,partner of
3550,19690417-3266,19661018-9426,partner of
3551,19690417-3266,19571124-1269,partner of
3552,19661018-9426,19571124-1269,partner of
3553,19260912-3710,19000317-9349,child of
3554,19640508-4348,19000317-9349,child of
3555,19390929-1977,19000317-9349,child of
3556,19000317-9349,19260912-3710,parent of
3557,19000317-9349,19640508-4348,parent of
3558,19000317-9349,19390929-1977,parent of
3559,19260912-3710,19390929-1977,partner of
3560,19390312-7190,19170822-9888,child of
3561,19480108-9523,19170822-9888,child of
3562,19170822-9888,19390312-7190,parent of
3563,19170822-9888,19480108-9523,parent of
3564,19480108-9523,19270117-9035,child of
3565,19270117-9035,19480108-9523,parent of
3566,19170822-9888,19270117-9035,partner of
3567,19390312-7190,19270117-9035,partner of
3568,19390312-7190,19480108-9523,partner of
3569,19130117-3411,19220814-6000,partner of
3570,19540510-9362,19440709-5531,partner of
3571,19540510-9362,19470902-9540,partner of
3572,19440709-5531,19470902-9540,partner of
3573,19610101-4420,19560818-2802,partner of
3574,19560219-6302,19350531-1438,child of
3575,19350531-1438,19560219-6302,parent of
3576,19560219-6302,19500502-8167,partner of
3577,19420907-7663,19240912-8700,child of
3578,19481219-3351,19240912-8700,child of
3579,19240912-8700,19420907-7663,parent of
3580,19240912-8700,19481219-3351,parent of
3581,19420907-7663,19481219-3351,partner of
3582,19581222-6504,19551124-8973,partner of
3583,19310504-1343,19251230-8895,partner of
3584,19720630-8017,19540705-5709,child of
3585,19540705-5709,19720630-8017,parent of
3586,19540705-5709,19041107-4001,child of
3587,19720630-8017,19041107-4001,child of
3588,19310217-8195,19041107-4001,child of
3589,19041107-4001,19540705-5709,parent of
3590,19041107-4001,19720630-8017,parent of
3591,19041107-4001,19310217-8195,parent of
3592,19310301-5266,19240909-1168,partner of
3593,19670705-2743,19700802-1255,partner of
3594,19671205-2588,19680628-6392,partner of
3595,19150212-1160,19111109-3413,partner of
3596,19521225-4496,19400807-6177,partner of
3597,19511019-3253,19431128-1310,partner of
3598,19601221-5048,19631217-1255,partner of
3599,19260404-8675,19260822-7995,partner of
3600,19000608-6341,19090414-6021,partner of
3601,19650609-6125,19591003-6732,partner of
3602,19260801-5844,19140402-5797,partner of
3603,19650908-4416,19081129-4005,child of
3604,19081129-4005,19650908-4416,parent of
3605,19650908-4416,19130604-5834,child of
3606,19130604-5834,19650908-4416,parent of
3607,19100704-2253,19081129-4005,partner of
3608,19100704-2253,19130604-5834,partner of
3609,19081129-4005,19130604-5834,partner of
3610,19560424-6656,19350613-7303,child of
3611,19550101-8468,19350613-7303,child of
3612,19350613-7303,19560424-6656,parent of
3613,19350613-7303,19550101-8468,parent of
3614,19560424-6656,19550101-8468,partner of
3615,19560424-6656,19450223-8456,partner of
3616,19350613-7303,19450223-8456,partner of
3617,19550101-8468,19450223-8456,partner of
3618,19710604-9747,19640229-8190,partner of
3619,19260530-4914,19250814-5307,partner of
3620,19400211-4388,19511126-9175,partner of
3621,19390222-3823,19210405-9491,child of
3622,19210405-9491,19390222-3823,parent of
3623,19630520-3250,19350921-7448,child of
3624,19350921-7448,19630520-3250,parent of
3625,19630520-3250,19380406-2472,child of
3626,19380406-2472,19630520-3250,parent of
3627,19350921-7448,19380406-2472,partner of
3628,19350921-7448,19240413-3123,partner of
3629,19280111-9093,19250506-3370,partner of
3630,19280111-9093,19221108-6998,partner of
3631,19250506-3370,19221108-6998,partner of
3632,19110429-6547,19221108-6998,partner of
3633,19330123-3328,19210618-7826,partner of
3634,19160402-2990,19210618-7826,partner of
3635,19540621-1168,19500213-7236,partner of
3636,19560902-8754,19690729-9385,partner of
3637,19350508-7700,19371209-8722,partner of
3638,19590221-9923,19220512-7134,child of
3639,19220512-7134,19590221-9923,parent of
3640,19220512-7134,19120909-3411,partner of
3641,19090925-7200,19140522-2759,partner of
3642,19611223-3428,19510924-6121,partner of
3643,19330624-3109,19450822-3443,partner of
3644,19501110-9163,19450822-3443,partner of
3645,19380608-9750,19280621-1109,partner of
3646,19160329-4082,19280621-1109,partner of
3647,19650707-1914,19221119-3968,child of
3648,19221119-3968,19650707-1914,parent of
3649,19221119-3968,19070402-3931,child of
3650,19380620-3791,19070402-3931,child of
3651,19650707-1914,19070402-3931,child of
3652,19070402-3931,19221119-3968,parent of
3653,19070402-3931,19380620-3791,parent of
3654,19070402-3931,19650707-1914,parent of
3655,19130820-2843,19250107-1057,partner of
3656,19130820-2843,19160114-3214,partner of
3657,19250107-1057,19160114-3214,partner of
3658,19711223-4863,19701004-7117,partner of
3659,19210103-7918,19270213-8435,partner of
3660,19230803-6530,19250529-3542,partner of
3661,19210516-8289,19000412-5262,child of
3662,19481006-7878,19000412-5262,child of
3663,19000412-5262,19210516-8289,parent of
3664,19000412-5262,19481006-7878,parent of
3665,19651012-5585,19540702-7921,partner of
3666,19160712-4216,19050708-1032,partner of
3667,19250216-2572,19230127-2862,partner of
3668,19160703-9334,19050711-5716,partner of
3669,19470615-4966,19460327-7863,partner of
3670,19470615-4966,19351207-8013,partner of
3671,19460327-7863,19351207-8013,partner of
3672,19660414-3935,19280915-8047,child of
3673,19690721-5517,19280915-8047,child of
3674,19280915-8047,19660414-3935,parent of
3675,19280915-8047,19690721-5517,parent of
3676,19660414-3935,19690721-5517,partner of
3677,19171021-6106,19040730-2395,partner of
3678,19510504-6064,19271024-6561,child of
3679,19271024-6561,19510504-6064,parent of
