,personNr1,personNr2,connection
0,19800328-9220,19830818-4836,partner of
0,19310725-9241,19370511-4587,partner of
0,19981107-2818,19960101-8746,partner of
0,19730529-6748,19800120-1990,partner of
0,19600604-4840,19620812-4830,partner of
0,20000512-7930,20070220-2268,partner of
0,19250101-4306,19310127-9796,partner of
0,19410516-3591,19410516-9746,partner of
0,20000305-7635,19951130-3056,partner of
0,19680125-6538,19690709-9217,partner of
0,19670425-3776,19670425-1811,partner of
0,20020517-3607,20080314-7394,partner of
0,19300128-8982,19370802-4475,partner of
0,19980911-0177,19970330-6734,partner of
0,19841227-4506,19850522-0151,partner of
0,19820719-0244,19820719-4523,partner of
0,19980508-1433,19960309-6635,partner of
0,19350527-3340,19370924-4371,partner of
0,19310422-1230,19330926-2299,partner of
0,19661109-0821,19690311-3856,partner of
0,19580713-6228,19621116-1952,partner of
0,19830406-1401,19890501-3412,partner of
0,19520920-3603,19550806-7257,partner of
0,19630415-6679,19640131-0186,partner of
0,19250806-4184,19290523-1060,partner of
0,19990921-9633,19960101-5626,partner of
0,19990921-9633,19941207-5081,partner of
0,19960101-5626,19941207-5081,partner of
0,19290407-5324,19930402-0921,partner of
0,19850805-7119,19901126-4272,partner of
0,19980811-9276,19960419-1401,partner of
0,19701124-2063,19701124-0373,partner of
0,19320719-0168,19360101-2862,partner of
0,19601011-4374,19640927-3683,partner of
0,19970404-1800,20000601-9348,partner of
0,19770401-2096,19770806-6087,partner of
0,19550412-3222,19560810-7507,partner of
0,19250101-5542,19320220-9133,partner of
0,20030829-9528,19570421-3247,child of
1,19570421-3247,20030829-9528,parent of
2,20030829-9528,19570421-3224,child of
3,19570421-3224,20030829-9528,parent of
0,19570421-3247,19570421-3224,partner of
0,19980411-0482,19960906-6377,partner of
0,19980411-0482,19950224-1940,partner of
0,19960906-6377,19950224-1940,partner of
0,19390611-5122,19430928-0671,partner of
0,19990219-2862,19960410-9301,partner of
0,19800201-4754,19820116-8704,partner of
0,19590219-9685,19620109-5195,partner of
0,19380501-9435,19400710-1851,partner of
0,19770425-5983,19790726-1142,partner of
0,19771218-8460,19790826-6121,partner of
0,19300916-2489,19350826-3373,partner of
0,19981104-1958,19960101-0110,partner of
0,19850526-4975,19880831-3242,partner of
0,19990323-9652,19960919-9331,partner of
0,19860626-3238,19880831-1596,partner of
0,19400206-5334,19430126-9206,partner of
0,20000101-9782,19980930-9618,partner of
0,20000101-9782,19970306-4752,partner of
0,19980930-9618,19970306-4752,partner of
0,19250101-6726,19321229-0170,partner of
0,19980101-2964,19960408-8387,partner of
0,19960218-8729,20020312-7347,partner of
0,19370208-5231,19430803-0649,partner of
0,19991212-6766,20061231-7245,partner of
0,19780616-2620,19811021-5198,partner of
0,19670303-1408,19701115-5202,partner of
0,19830715-4451,19901231-5458,partner of
0,19540908-8012,19560304-6276,partner of
0,19460625-1743,19480103-1174,partner of
0,19670921-9743,19740104-1408,partner of
0,20031016-0840,19550507-2550,child of
1,19550507-2550,20031016-0840,parent of
0,19940325-4833,19940325-5154,partner of
0,19540813-2110,19540813-0439,partner of
0,19980101-6523,19940418-6534,partner of
0,19421228-5176,19440504-4475,partner of
0,19990302-9947,19960605-0101,partner of
0,20030515-6427,19620817-5516,child of
1,19620817-5516,20030515-6427,parent of
0,20030101-0992,20101231-8368,partner of
0,19700706-8640,19770104-7794,partner of
0,19651010-5117,19700816-1854,partner of
0,19730516-3926,19790710-8140,partner of
0,19410921-3032,19430427-4162,partner of
0,19490102-9680,19560104-2699,partner of
0,20030101-0775,20100412-7829,partner of
0,19441009-2724,19451003-0059,partner of
0,19710525-0721,19741014-4808,partner of
0,19760426-0750,19760426-8083,partner of
0,19840211-0674,19880309-7381,partner of
0,19851110-1739,19921231-3801,partner of
0,19611126-5924,19630410-8259,partner of
0,19570626-4949,19640206-2452,partner of
0,19570626-4949,19990330-6205,partner of
0,19570626-4949,19960126-2867,partner of
0,19640206-2452,19990330-6205,partner of
0,19640206-2452,19960126-2867,partner of
0,19990330-6205,19960126-2867,partner of
0,19750503-7160,19780707-2648,partner of
0,19840207-0222,19880726-1690,partner of
0,19250101-5517,19260916-5881,partner of
0,19990902-4496,19970126-6611,partner of
0,19990902-4496,19940705-7898,partner of
0,19970126-6611,19940705-7898,partner of
0,19700204-6435,19770912-4571,partner of
0,19930402-0057,19980718-6229,partner of
0,20030515-1296,19510908-4673,child of
1,19510908-4673,20030515-1296,parent of
0,19500227-4429,19571231-8076,partner of
0,20030101-8414,20030101-0960,partner of
0,20010302-4185,19990829-6107,partner of
0,19250101-7407,19280713-5113,partner of
0,19991125-5106,19970516-0942,partner of
0,19991125-5106,19950723-0141,partner of
0,19970516-0942,19950723-0141,partner of
0,19601113-8859,19660121-1296,partner of
0,19571019-2690,19600110-9033,partner of
0,19501009-9419,19540830-2706,partner of
0,20030101-9040,20080921-2784,partner of
0,19730521-1611,19780204-9375,partner of
0,19500720-6918,19530108-5455,partner of
0,19640327-1104,19710126-0072,partner of
0,19990330-1676,19960810-5220,partner of
0,19551228-3177,19600821-6054,partner of
0,19981123-2955,19960714-9068,partner of
0,19920707-0015,19970530-1902,partner of
0,19981028-0147,19960408-3646,partner of
0,19830318-0239,19890916-5719,partner of
0,20031122-1051,19470824-2659,child of
1,19470824-2659,20031122-1051,parent of
0,19861114-4735,19921016-8280,partner of
0,19481113-0802,19511112-6475,partner of
0,19970920-4505,20000714-2320,partner of
0,20020101-3043,19430301-2571,child of
1,19430301-2571,20020101-3043,parent of
2,20020101-3043,19440824-7907,child of
3,19440824-7907,20020101-3043,parent of
0,19430301-2571,19440824-7907,partner of
0,20020101-3043,19950106-5904,partner of
0,19670628-7617,19980323-0369,partner of
0,19250101-2735,19280102-5002,partner of
0,19270812-7281,19270812-0585,partner of
0,19641216-7001,19680103-0946,partner of
0,19250101-7617,19300204-5304,partner of
0,19580320-1280,19620112-8725,partner of
0,19830608-1509,19881211-8776,partner of
0,19611208-6110,19671127-8366,partner of
0,19250101-3162,19290228-0516,partner of
0,20030101-9350,20031205-3499,partner of
0,19840209-3868,19901109-0478,partner of
0,20030101-6529,20060717-3741,partner of
0,19261206-9031,19321005-2059,partner of
0,19990826-1325,19960101-8574,partner of
0,19990826-1325,19941107-0231,partner of
0,19960101-8574,19941107-0231,partner of
0,19850618-4140,19860616-2852,partner of
0,19970606-8619,19970606-8338,partner of
0,19480330-9267,19500914-5145,partner of
0,19420718-2241,19461122-5714,partner of
0,19480329-2486,19521001-1015,partner of
0,19621114-1088,19660207-2995,partner of
0,19580911-2533,19630813-0802,partner of
0,19850419-8232,19920226-9575,partner of
0,19301002-1793,19340527-0645,partner of
0,19991231-6570,19961228-3859,partner of
0,19991231-6570,19940828-5053,partner of
0,19961228-3859,19940828-5053,partner of
0,19981011-3302,19961001-4764,partner of
0,19460920-1753,19510502-9437,partner of
0,19300815-7091,19320417-9808,partner of
0,19690905-1599,19700709-8076,partner of
0,19601227-7156,19671231-5546,partner of
0,19641219-3892,19690301-0727,partner of
0,19800613-4090,19810309-1058,partner of
0,19840227-5728,19911028-2755,partner of
0,19741129-0208,19800123-5345,partner of
0,19700301-5027,19730918-9571,partner of
0,19670626-0428,19691216-9160,partner of
0,19980807-8536,19960921-7915,partner of
0,19900812-3283,19960129-4278,partner of
0,19310101-2850,19350802-3645,partner of
0,19400224-8266,19430728-9741,partner of
0,19250922-8058,19321231-7788,partner of
0,19361128-3091,19370722-8178,partner of
0,20030101-6498,20101231-9083,partner of
0,19580215-3281,19651231-8732,partner of
0,19680712-1806,19700114-9083,partner of
0,19980815-6520,19981009-5899,partner of
0,19591022-0230,19640904-1139,partner of
0,19820619-7127,19820620-8150,partner of
0,19401009-2699,19461222-3923,partner of
0,19370630-3167,19390606-9022,partner of
0,19610628-5930,19681231-4033,partner of
0,20030101-2106,20030101-6450,partner of
0,20030609-8700,19861007-2501,child of
1,19861007-2501,20030609-8700,parent of
0,19861007-2501,19910227-8888,partner of
0,19910227-8888,20030609-8700,partner of
0,19601019-1141,19601019-7793,partner of
0,19640829-8363,19660923-0854,partner of
0,19600211-9328,19600211-7674,partner of
0,19250101-2907,19280302-2321,partner of
0,19981026-8659,19960506-3973,partner of
0,20010320-9917,20020814-0877,partner of
0,19861107-1036,20010511-6892,partner of
0,19780505-8467,19851231-7306,partner of
0,19981113-3146,19970121-4201,partner of
0,20030101-4551,20090430-7106,partner of
0,19790606-2620,19830626-5940,partner of
0,19860624-7817,19890810-3260,partner of
0,19250101-4364,19281117-2299,partner of
0,19980812-2034,19961018-7281,partner of
0,19980812-2034,19940313-7295,partner of
0,19961018-7281,19940313-7295,partner of
0,19510212-9830,19540108-8038,partner of
0,19630923-6860,19690218-2314,partner of
0,19850921-9609,19900302-0784,partner of
0,19840805-0287,19910718-4019,partner of
0,19910718-4019,20010604-2677,partner of
0,19290813-4860,19330802-3618,partner of
0,19991231-9172,19960101-6559,partner of
0,19991231-9172,19950806-4038,partner of
0,19960101-6559,19950806-4038,partner of
0,19990806-5196,20040611-2428,partner of
0,20030101-5156,20101110-8604,partner of
0,19570428-6223,19570428-4882,partner of
0,19830308-4964,19860119-3399,partner of
0,19650525-0147,19670723-1836,partner of
0,20030101-3204,20041126-8113,partner of
0,19380606-9984,19420921-9500,partner of
0,19300917-1958,19320516-2386,partner of
0,19980501-4662,19970110-5715,partner of
0,20020601-1947,20091231-9140,partner of
0,19720311-1345,19720311-2315,partner of
0,19600827-0110,19651018-2328,partner of
0,19681103-3585,19730826-9190,partner of
0,19980704-6647,19960623-6752,partner of
0,19621223-4456,19671215-9666,partner of
0,19450721-8549,19470420-7029,partner of
0,19391021-0426,19420917-7687,partner of
0,19990123-1251,19960726-1208,partner of
0,20010622-0071,20011109-6890,partner of
0,19930814-2564,19990703-3883,partner of
0,19250101-0339,19301024-7656,partner of
0,19840524-7751,19840705-7292,partner of
0,19831004-1790,19900130-5077,partner of
0,19851116-8228,19901205-7773,partner of
0,19471119-4280,19541231-8444,partner of
0,19730127-1997,19751117-5502,partner of
0,20030101-2379,20061202-9080,partner of
0,19961005-3810,20001023-5884,partner of
0,19460605-2810,19510408-5885,partner of
0,19250101-5276,19251121-2455,partner of
0,19901120-6441,19910526-0826,partner of
0,19431016-3315,19501231-3136,partner of
0,20011203-0012,19990126-1928,partner of
0,20011203-0012,19960618-1662,partner of
0,20011203-0012,19940613-9508,partner of
0,19990126-1928,19960618-1662,partner of
0,19990126-1928,19940613-9508,partner of
0,19960618-1662,19940613-9508,partner of
0,20030101-9034,20051224-2883,partner of
0,19530603-8569,19570814-4879,partner of
0,19981220-2536,19961024-6557,partner of
0,19740112-5519,19740819-0738,partner of
0,19540206-9412,19591117-7342,partner of
0,19881002-1741,19900410-6360,partner of
0,19900410-6360,20031016-8508,partner of
0,19290824-3768,19351112-8005,partner of
0,19980308-3749,19960411-4071,partner of
0,19410522-1164,19440429-4408,partner of
0,19920617-9888,19950315-4805,partner of
0,19780903-9504,19830119-7848,partner of
0,19700310-2082,19740728-3814,partner of
0,19900827-5258,19950928-3660,partner of
0,19250101-3325,19280305-1923,partner of
0,19980907-0998,19960914-4191,partner of
0,19540702-7828,19550131-5477,partner of
0,19980716-7065,19970330-8470,partner of
0,19350209-1913,19350209-5880,partner of
0,19740609-6078,19770830-0281,partner of
0,19430530-9727,19471204-0511,partner of
0,19530227-5142,19570529-7070,partner of
0,20030725-7581,19771215-9794,child of
1,19771215-9794,20030725-7581,parent of
0,19760427-5768,19800330-3643,partner of
0,19510727-1212,19550920-8586,partner of
0,19250101-5985,19261212-0617,partner of
0,19590814-4115,19620501-0503,partner of
0,19250101-6727,19260317-9792,partner of
0,20020906-0253,19430611-0201,child of
1,19430611-0201,20020906-0253,parent of
2,20020906-0253,19460401-4272,child of
3,19460401-4272,20020906-0253,parent of
0,19430611-0201,19460401-4272,partner of
0,20020906-0253,19940811-9984,partner of
0,19510907-3007,19550804-0941,partner of
0,19710418-5116,19750905-6454,partner of
0,19941012-0895,19990109-7311,partner of
0,19760229-4107,19780627-1571,partner of
0,19980626-6616,19970227-6920,partner of
0,19250101-6157,19290201-4102,partner of
0,19900218-9930,19921121-9853,partner of
0,19981002-7462,19960101-4178,partner of
0,19780317-3180,19781006-6266,partner of
0,19470916-7479,19501025-1162,partner of
0,19421011-5395,19450521-0106,partner of
0,20030101-7659,20101231-7384,partner of
0,19770526-9669,19820719-4641,partner of
0,19980313-4441,19960916-4377,partner of
0,19570320-1828,19600619-0589,partner of
0,19600319-8964,19640331-7843,partner of
0,19630904-7361,19671225-8463,partner of
0,19371106-1432,19410819-5603,partner of
0,19980622-0653,19960729-6706,partner of
0,19820316-5466,19850118-9558,partner of
0,19461013-9162,19480523-1572,partner of
0,19680311-5099,19710825-3625,partner of
0,19530329-5353,19540911-5036,partner of
0,20030314-7143,19810129-1819,child of
1,19810129-1819,20030314-7143,parent of
0,20030314-7143,19971230-9258,partner of
0,19661103-5008,19730717-1388,partner of
0,19970131-7296,20000815-4112,partner of
0,19560206-0462,19600124-9438,partner of
0,19760307-0327,19780124-9799,partner of
0,19560828-9643,19620816-8582,partner of
0,19750902-9348,19760530-2442,partner of
0,19540210-7722,19601213-6554,partner of
0,20031231-0606,19990113-5279,partner of
0,19421211-9247,19441106-6298,partner of
0,20030101-1405,20041230-4297,partner of
0,20030101-5503,20090327-7689,partner of
0,19451216-9203,19510804-4992,partner of
0,19600813-8877,19650213-8333,partner of
0,19680312-2857,19700721-2511,partner of
0,19471113-5688,19480422-5544,partner of
0,19980529-4662,19960223-8757,partner of
0,19760324-8081,19821220-5662,partner of
0,19611129-2436,19661002-2252,partner of
0,19770218-2390,19830609-6252,partner of
0,19260213-0042,19310218-1470,partner of
0,20020530-9391,19430322-8035,child of
1,19430322-8035,20020530-9391,parent of
2,20020530-9391,19450703-0541,child of
3,19450703-0541,20020530-9391,parent of
0,19430322-8035,19450703-0541,partner of
0,20020530-9391,19980719-5288,partner of
0,20020530-9391,19970522-9412,partner of
0,20020530-9391,19940409-0215,partner of
0,19980719-5288,19970522-9412,partner of
0,19980719-5288,19940409-0215,partner of
0,19970522-9412,19940409-0215,partner of
0,19710526-4603,19760819-3488,partner of
0,19341224-3440,19411231-5778,partner of
0,19280516-7763,19351231-0569,partner of
0,19981104-5788,19970421-8445,partner of
0,19981104-5788,19940101-1814,partner of
0,19970421-8445,19940101-1814,partner of
0,19990201-9987,19960101-2886,partner of
0,20030101-9986,20081016-7694,partner of
0,20030101-2705,20061006-8875,partner of
0,19791224-5306,19840826-2114,partner of
0,19250101-8275,19261027-2713,partner of
0,19500517-9543,19550331-4269,partner of
0,19790919-9099,19810104-9370,partner of
0,19990305-7543,19960907-5043,partner of
0,19940108-4041,19971224-9456,partner of
0,19531208-2370,19570412-4417,partner of
0,19491007-6715,19511130-6381,partner of
0,19900506-1526,19960417-4462,partner of
0,19860117-5281,19880927-8490,partner of
0,19980904-0431,19970115-9213,partner of
0,19390719-0556,19460813-0176,partner of
0,19980711-9524,19960513-2403,partner of
0,19560505-2674,19580413-2764,partner of
0,19890330-9398,19940828-7544,partner of
0,20010610-0453,19991231-0020,partner of
0,19981130-2136,19960606-9432,partner of
0,19350131-7599,19350131-9958,partner of
0,19990415-5362,19961007-3283,partner of
0,19990415-5362,19950120-4031,partner of
0,19961007-3283,19950120-4031,partner of
0,19940824-8698,19970621-4971,partner of
0,19461026-0725,19461026-1584,partner of
0,19461013-0767,19510110-0769,partner of
0,20010503-1780,19980616-2520,partner of
0,20010503-1780,19960929-6706,partner of
0,19980616-2520,19960929-6706,partner of
0,19281025-6311,19281025-8379,partner of
0,19490205-7101,19530210-8325,partner of
0,20030813-3960,19620908-7897,child of
1,19620908-7897,20030813-3960,parent of
0,19671022-1832,20030813-3960,partner of
0,19921207-7561,19991231-1403,partner of
0,19550619-7545,19600815-0458,partner of
0,19510830-1903,19541214-7827,partner of
0,19331023-9718,19350316-1414,partner of
0,19880330-1887,19910323-6650,partner of
0,19910323-6650,20020504-0267,partner of
0,19671121-9715,19671121-4671,partner of
0,19270106-1483,19320921-4944,partner of
0,19540531-1972,19540531-2579,partner of
0,19581226-4041,19640610-5294,partner of
0,19980101-0430,19961019-6955,partner of
0,19250101-3292,19290102-5671,partner of
0,19790219-1907,19830905-2283,partner of
0,19820922-5882,19820922-0677,partner of
0,19980627-3094,19970625-4344,partner of
0,19980627-3094,19940812-9976,partner of
0,19970625-4344,19940812-9976,partner of
0,19690128-1360,19730729-1460,partner of
0,19650317-5800,19720207-7580,partner of
0,19350308-6443,19370524-2620,partner of
0,19980406-7148,19940607-2613,partner of
0,19700116-5128,19760317-6045,partner of
0,19280722-0339,19281201-5273,partner of
0,19291023-5985,19341204-3307,partner of
0,19350312-5932,19421231-2274,partner of
0,19860529-3094,19890915-3384,partner of
0,19920214-6746,19960802-4965,partner of
0,19280512-6211,19300706-8251,partner of
0,19250101-3143,19280626-9761,partner of
0,19980101-5477,19960921-4938,partner of
0,19891126-2970,19941117-7982,partner of
0,19390905-5482,19410117-0584,partner of
0,20030101-7570,20090221-3693,partner of
0,19960808-5646,19970113-0104,partner of
0,19980808-8000,19960101-4772,partner of
0,19990330-5015,19960313-7898,partner of
0,19250101-7520,19301104-7385,partner of
0,19980914-1088,19960809-6531,partner of
0,19911005-3454,19941109-5753,partner of
0,19750118-6263,19790122-8594,partner of
0,19910623-8629,19930105-8302,partner of
0,19720308-5437,19720926-4721,partner of
0,19260629-5406,19300630-5395,partner of
0,19990613-5583,19970106-6556,partner of
0,19990613-5583,19951231-8439,partner of
0,19970106-6556,19951231-8439,partner of
0,19470114-5415,19540527-9945,partner of
0,19690310-3738,19761231-5924,partner of
0,19981112-7488,19960811-8683,partner of
0,19780526-2844,19820610-3823,partner of
0,19540218-6461,19540515-7483,partner of
0,19640930-2129,19670515-4787,partner of
0,19800214-2590,19800214-9263,partner of
0,19430421-3036,19501231-9165,partner of
0,20010610-7133,19981119-4016,partner of
0,19980927-2724,19970330-0061,partner of
0,19671202-9011,19680707-3511,partner of
0,20030101-0891,20060718-0619,partner of
0,19940328-3942,19970920-1617,partner of
0,19750220-3091,19790713-3398,partner of
0,20011117-9445,20060415-4762,partner of
0,19860412-1770,19930220-6747,partner of
0,19910228-7393,19950908-7097,partner of
0,19610323-8638,19640309-3220,partner of
0,20020418-0737,20060614-0966,partner of
0,19500802-0817,19520727-2718,partner of
0,19410729-7966,19440502-7651,partner of
0,19870101-8351,19890211-0911,partner of
0,19910125-8030,19951108-1803,partner of
0,19921127-1712,19931103-0223,partner of
0,20021224-4413,19830417-6908,child of
1,19830417-6908,20021224-4413,parent of
2,20021224-4413,19830417-9282,child of
3,19830417-9282,20021224-4413,parent of
0,19830417-6908,19830417-9282,partner of
0,19250101-4710,19271004-4781,partner of
0,19710519-8549,19740902-6726,partner of
0,19631120-1184,19690625-3186,partner of
0,19650827-6024,19711101-1133,partner of
0,19841215-6842,19880227-5401,partner of
0,20031010-4890,19810104-6579,child of
1,19810104-6579,20031010-4890,parent of
0,20031010-4890,19950225-1880,partner of
0,19461118-0613,19470628-0888,partner of
0,19900418-7809,19920729-3611,partner of
0,19471103-9226,19540207-0868,partner of
0,19250101-6765,19260625-4147,partner of
0,19860122-9457,19881001-1408,partner of
0,19340410-7851,19370605-9291,partner of
0,19591129-3596,19661231-9125,partner of
0,20030101-2103,20070708-4027,partner of
0,19430816-9810,19501231-1344,partner of
0,19750824-8552,19801028-5584,partner of
0,19581128-4920,19611009-9676,partner of
0,19880428-7454,19920128-0231,partner of
0,19870104-8893,19870104-5487,partner of
0,19720418-8063,19750712-5234,partner of
0,19720421-3601,19770510-2089,partner of
0,20030101-6468,20030101-1825,partner of
0,19561005-8136,19590829-7365,partner of
0,19250316-1574,19270116-9850,partner of
0,19670421-2472,19720113-1505,partner of
0,19641008-4335,19711231-3975,partner of
0,19971121-7575,20020920-3096,partner of
0,19980908-8385,20031030-0911,partner of
0,19661114-4200,19700823-3388,partner of
0,19250101-4648,19300227-2119,partner of
0,19460312-4969,19470329-2659,partner of
0,19980322-0665,19971010-9153,partner of
0,19980322-0665,19950205-9991,partner of
0,19971010-9153,19950205-9991,partner of
0,19250101-2305,19300802-5338,partner of
0,19300101-1594,19350926-4516,partner of
0,19980318-3620,19970819-9948,partner of
0,19980318-3620,19940502-3018,partner of
0,19970819-9948,19940502-3018,partner of
0,19250101-3578,19260818-2181,partner of
0,19250101-2173,19320524-8499,partner of
0,19990608-6738,19960730-0294,partner of
0,19990608-6738,19950617-5711,partner of
0,19960730-0294,19950617-5711,partner of
0,19851106-4127,19851106-9202,partner of
0,19770426-5834,19841231-1313,partner of
0,19850529-4338,19921201-5657,partner of
0,19460410-7386,19460502-8971,partner of
0,19980524-0755,19970623-5261,partner of
0,19980524-0755,19940710-7049,partner of
0,19970623-5261,19940710-7049,partner of
0,19600407-9186,19601122-9294,partner of
0,19250101-5872,19310103-2582,partner of
0,20030101-8629,20090730-9997,partner of
0,19611213-5670,19650705-7626,partner of
0,19250101-9807,19250402-0888,partner of
0,19910103-8863,19950209-5915,partner of
0,19630316-2557,19630504-1499,partner of
0,19980305-5897,19960521-1727,partner of
0,19270316-6155,19300119-2389,partner of
0,19460626-9447,19500919-3378,partner of
0,19801204-8657,19811229-4038,partner of
0,19880513-1996,19921106-9932,partner of
0,19700526-5240,19730719-3102,partner of
0,19250101-8976,19300126-4945,partner of
0,19880904-6062,19920326-6698,partner of
0,19740908-6841,19811231-6832,partner of
0,19830906-9194,19901231-3025,partner of
0,19651207-0088,19700501-0871,partner of
0,19630702-4544,19660131-2686,partner of
0,19731117-6036,19751029-8933,partner of
0,19840728-0517,19870104-0445,partner of
0,19810810-2790,19851013-0966,partner of
0,19350825-3089,19411210-4138,partner of
0,19710629-0332,19710629-0080,partner of
0,19760422-9303,19780831-6558,partner of
0,20000206-4859,20010401-6650,partner of
0,20000206-4859,19931027-7466,partner of
0,20010401-6650,19931027-7466,partner of
0,19830520-2526,19871004-4108,partner of
0,19260415-8632,19310928-8092,partner of
0,19471006-7932,19501115-7199,partner of
0,19450809-1991,19450809-1674,partner of
0,19471207-6943,19500914-7999,partner of
0,19410123-3097,19450925-9298,partner of
0,19370204-5183,19420114-4059,partner of
0,19631225-1092,19640308-7318,partner of
0,19790402-4999,19861004-6883,partner of
0,20030101-6742,20101021-3651,partner of
0,19510202-6630,19540806-6000,partner of
0,19981124-1300,19961220-6704,partner of
0,19981124-1300,19940716-6129,partner of
0,19961220-6704,19940716-6129,partner of
0,19310219-9223,19340106-2969,partner of
0,19250101-6209,19321231-5871,partner of
0,19681211-6409,19681211-1130,partner of
0,19580517-0528,19650809-1822,partner of
0,19951104-8785,20001117-1450,partner of
0,19860112-6829,19890625-0004,partner of
0,19250101-9759,19301019-1014,partner of
0,19250101-9738,19280403-3127,partner of
0,19980101-7959,19961013-4218,partner of
0,20030101-9739,20070309-6233,partner of
0,19390425-0756,19410323-8148,partner of
0,20030215-8863,19461130-7043,child of
1,19461130-7043,20030215-8863,parent of
0,19451013-8182,20030215-8863,partner of
0,20030215-8863,19930101-3027,partner of
0,19631214-5972,19680824-5531,partner of
0,19980621-3826,19960430-5338,partner of
0,19661114-9701,19690811-9816,partner of
0,19560720-3858,19600305-6609,partner of
0,19281128-9420,19351231-9723,partner of
0,19490911-9195,19560813-8700,partner of
0,19931208-5817,19970718-0825,partner of
0,19580406-4958,19620710-4440,partner of
0,19560704-6716,19560704-1279,partner of
0,19631209-9981,19681010-2482,partner of
0,19511104-8346,19511104-5086,partner of
0,19440221-1029,19470523-2431,partner of
0,19980327-9395,19960621-6599,partner of
0,19850518-3387,19861122-2699,partner of
0,19970706-0677,20021130-1598,partner of
0,19280130-0342,19290128-7972,partner of
0,20030101-9740,20041010-5023,partner of
0,19630905-7234,19670109-5196,partner of
0,19560917-4889,19611019-1271,partner of
0,20030101-9932,20080812-4717,partner of
0,19510622-4514,19560314-5661,partner of
0,19970502-4233,19970502-9077,partner of
0,20030101-0755,20090504-4915,partner of
0,20030101-5652,20080602-5696,partner of
0,20010605-1903,20070214-4970,partner of
0,19500814-3628,19530720-8888,partner of
0,19900510-4765,19941124-5096,partner of
0,19441102-4568,19500403-0123,partner of
0,20020324-1877,19811005-6624,child of
1,19811005-6624,20020324-1877,parent of
0,19730107-0904,19740226-3756,partner of
0,19400809-4321,19461214-3835,partner of
0,19930524-0546,20000519-2786,partner of
0,19660606-3147,19730706-4904,partner of
0,19790130-4748,19821221-6025,partner of
0,19850924-9743,19900910-8368,partner of
0,19880509-4033,19900806-8721,partner of
0,19370615-1907,19420818-6762,partner of
0,19511107-3854,19530415-4622,partner of
0,19981227-5272,19960401-2865,partner of
0,19520511-6136,19571106-8346,partner of
0,19680220-1241,19720315-9578,partner of
0,19891029-2421,19950113-0490,partner of
0,19960601-0504,19960601-5348,partner of
0,19250101-1334,19300923-9871,partner of
0,19321206-3211,19381014-3672,partner of
0,19981110-5154,19960212-2599,partner of
0,19630731-8396,19661002-7978,partner of
0,19990929-7512,20060105-9466,partner of
0,19981125-9972,20000128-7996,partner of
0,19400409-6327,19410324-5274,partner of
0,19410116-7926,19940503-6004,partner of
0,19740126-0024,19781211-1888,partner of
0,19320310-7135,19380715-8386,partner of
0,19751029-4469,19770701-4617,partner of
0,19350629-4809,19410327-2013,partner of
0,19530903-5119,19590903-2897,partner of
0,19460625-9031,19490830-3071,partner of
0,19840124-4197,19890608-3354,partner of
0,19480302-3002,19520110-2300,partner of
0,19551030-8869,19580330-1510,partner of
0,19250101-4372,19280113-1677,partner of
0,19751126-9191,19790208-9680,partner of
0,19250101-2023,19251212-0603,partner of
0,19980827-2438,19960926-1865,partner of
0,19620806-4976,19650826-2955,partner of
0,19501130-6428,19561220-1065,partner of
0,19480714-7879,19550621-8879,partner of
0,19790606-9148,19811028-1035,partner of
0,19840530-3391,19880302-9132,partner of
0,19750727-4696,19750727-0313,partner of
0,19870501-8968,19880903-0005,partner of
0,19250101-0599,19250607-1962,partner of
0,19981004-7700,19970330-3378,partner of
0,19980430-9987,19961203-7008,partner of
0,20020706-7653,19570613-2515,child of
1,19570613-2515,20020706-7653,parent of
2,20020706-7653,19590730-7351,child of
3,19590730-7351,20020706-7653,parent of
0,19570613-2515,19590730-7351,partner of
0,20020706-7653,19980724-6140,partner of
0,19540405-2131,19611122-4579,partner of
0,19250101-7885,19280321-2825,partner of
0,19990101-3992,19960101-2096,partner of
0,19780906-6019,19841015-5024,partner of
0,19711121-6727,19720902-7088,partner of
0,19250101-9693,19291123-9490,partner of
0,19990921-1945,19971227-4699,partner of
0,19990921-1945,19941229-2997,partner of
0,19971227-4699,19941229-2997,partner of
0,19890508-0110,19900808-0101,partner of
0,19690829-8513,19740702-9149,partner of
0,19821014-0560,19850703-7324,partner of
0,19740529-5992,19760822-4334,partner of
0,19510624-4921,19530324-8982,partner of
0,19451230-4454,19490707-7063,partner of
0,19760309-1163,19820810-4333,partner of
0,19980917-4454,19990901-8829,partner of
0,19760801-5967,19781113-9673,partner of
0,19321228-4074,19370719-9066,partner of
0,19880219-1364,19930522-6410,partner of
0,19520712-7492,19570601-2383,partner of
0,19980622-9910,19961014-2794,partner of
0,19380514-9516,19410522-5055,partner of
0,19600716-8936,19641220-1316,partner of
0,19500810-5365,19571231-0176,partner of
0,19550620-7660,19580804-4108,partner of
0,19360507-7303,19421112-1900,partner of
0,19780426-3203,19810919-6641,partner of
0,19980823-2178,20010107-3062,partner of
0,19591226-8150,19601029-7726,partner of
0,19430917-4265,19480402-8092,partner of
0,19971101-1827,20021228-7421,partner of
0,19581105-4867,19581105-7519,partner of
0,19480718-6743,19501129-3912,partner of
0,19571216-9931,19610508-1450,partner of
0,19630309-7496,19680801-3121,partner of
0,19390410-3194,19461231-6006,partner of
