,personNr1,personNr2,connection
0,20030206-1965,19530704-9235,child of
1,19530704-9235,20030206-1965,parent of
0,19751218-5868,19790725-2584,partner of
0,19640919-3329,19690822-8172,partner of
0,20031231-1463,20070818-2620,partner of
0,19421107-9129,19481214-8099,partner of
0,19710525-8731,19721021-7636,partner of
0,19800726-4480,19821023-7861,partner of
0,19761115-6417,19761115-5392,partner of
0,19640617-2334,19690120-5804,partner of
0,19400208-0116,19400309-7239,partner of
1,19990330-4643,19970127-8478,partner of
0,20031231-3843,20070605-5104,partner of
0,19350328-0080,19360522-5759,partner of
0,19760612-5226,19830919-8825,partner of
0,19460529-1152,19500606-2046,partner of
0,20031231-4663,20080228-4501,partner of
0,19670725-7916,19701102-3303,partner of
0,19981106-7411,19961023-9869,partner of
0,19700228-4561,19730213-2316,partner of
0,19620613-4264,19690724-6104,partner of
0,19311209-6606,19370328-5468,partner of
0,19511019-6518,19550412-9394,partner of
0,20031231-1152,20051006-7209,partner of
0,19341025-2840,19350906-3656,partner of
0,19931021-5336,19940510-1761,partner of
0,19360501-0087,19420421-2272,partner of
0,19380316-5535,19421027-4701,partner of
0,20031019-3686,19720523-2860,child of
1,19720523-2860,20031019-3686,parent of
0,19680215-7433,20031019-3686,partner of
1,19680215-7433,19960130-4074,partner of
2,20031019-3686,19960130-4074,partner of
0,19330316-9843,19401201-6777,partner of
0,19590707-7514,19640726-9975,partner of
0,19501116-7499,19571231-3537,partner of
0,19700202-3660,19760519-0172,partner of
0,20031231-4674,20071021-1273,partner of
0,19511128-6530,19571119-5813,partner of
0,19420706-4590,19491231-1231,partner of
0,19561208-7100,19630813-5367,partner of
0,19480719-3279,19480719-6808,partner of
0,20030714-2591,20060327-4128,partner of
0,19871027-2218,19930421-1871,partner of
0,19811110-0388,19870715-7765,partner of
0,19450506-6093,19480604-2500,partner of
0,19931201-4445,19960306-4353,partner of
0,19360402-9298,19370427-6341,partner of
0,19551127-1323,19580824-4894,partner of
0,20031231-3224,20060908-1377,partner of
0,19661018-5981,19720427-6707,partner of
0,19620223-8260,19680223-6675,partner of
0,19250101-0834,19291005-6632,partner of
0,19680202-5618,19940709-3680,partner of
0,19590416-2818,19621013-6810,partner of
0,19481017-6319,19540214-8951,partner of
0,19450307-1186,19500502-8097,partner of
0,19600302-5973,19660606-4309,partner of
0,20030924-2981,19570127-1448,child of
1,19570127-1448,20030924-2981,parent of
2,20030924-2981,19610518-4015,child of
3,19610518-4015,20030924-2981,parent of
0,19570127-1448,19610518-4015,partner of
0,19341228-8585,19380511-3401,partner of
0,19581218-9857,19611129-1806,partner of
0,19890611-0619,19940606-8297,partner of
0,19970813-9086,20011029-0321,partner of
0,19830905-5434,19830905-4636,partner of
0,19470730-4494,19520708-5961,partner of
0,19311211-2819,19371111-2942,partner of
0,19480728-4154,19480730-7706,partner of
0,20031231-7415,20060704-6113,partner of
0,20031231-8698,20040608-9796,partner of
0,20020711-6678,19790622-7994,child of
1,19790622-7994,20020711-6678,parent of
2,20020711-6678,19800204-7653,child of
3,19800204-7653,20020711-6678,parent of
0,19790622-7994,19800204-7653,partner of
0,19481026-7308,19540101-9668,partner of
0,19611201-6423,19680814-4952,partner of
0,19751217-7222,19821231-0611,partner of
0,19511102-5230,19511102-1800,partner of
0,19630402-2875,19650305-6375,partner of
1,19980101-8998,19970122-0054,partner of
0,19690718-8593,19710209-6810,partner of
0,20031231-3213,20060814-6735,partner of
0,19590604-5017,19620817-9214,partner of
0,19540325-0351,19591001-6131,partner of
0,19510905-1027,19580918-7552,partner of
0,19290809-4282,19310802-6484,partner of
1,19981022-9205,19961221-4754,partner of
0,19540710-7516,19580806-9137,partner of
0,19960327-9899,19980113-1490,partner of
0,20020102-9735,20020916-8641,partner of
0,20031231-2008,20070623-9673,partner of
0,19610908-5070,19610908-7384,partner of
0,20030125-7127,19520207-7440,child of
1,19520207-7440,20030125-7127,parent of
2,20030125-7127,19570109-6386,child of
3,19570109-6386,20030125-7127,parent of
0,19520207-7440,19570109-6386,partner of
1,20030125-7127,20000416-8932,partner of
2,20030125-7127,20010710-4107,partner of
3,20000416-8932,20010710-4107,partner of
0,19800825-9044,19810510-6816,partner of
0,20010120-5944,20030222-2316,partner of
0,19500908-7308,19570412-0150,partner of
0,19610906-1188,19631029-9110,partner of
0,19290303-2907,19320614-0282,partner of
0,19471226-6786,19490612-3680,partner of
1,20000428-7359,19940218-9275,partner of
0,19561014-5770,19591203-7739,partner of
0,19560524-6866,19630302-3161,partner of
1,19981018-5010,19960929-8164,partner of
0,19980910-3130,19960103-5511,partner of
0,19980917-9603,19970330-0312,partner of
0,19250101-1534,19290130-4812,partner of
0,19640831-9787,19671006-9419,partner of
0,19390620-4250,19421220-7814,partner of
0,19840712-0816,19851222-8053,partner of
0,20020408-3443,20080924-2001,partner of
0,19560320-4055,19600722-8147,partner of
0,19550522-1851,19600827-3478,partner of
0,19501018-3640,19550404-2143,partner of
0,19680112-0745,19690507-2373,partner of
0,19700824-1125,19710608-9651,partner of
0,20020521-1302,19430317-7951,child of
1,19430317-7951,20020521-1302,parent of
0,20020521-1302,19970505-2214,partner of
0,19360507-3708,19361029-1863,partner of
1,19990608-2210,19970225-3296,partner of
2,19990608-2210,19941226-1700,partner of
3,19970225-3296,19941226-1700,partner of
0,19520104-9940,19590727-4960,partner of
0,19250101-4032,19281215-5468,partner of
0,19920920-5243,19951026-3780,partner of
0,19601116-8680,19611223-0265,partner of
0,19520817-2867,19560817-3181,partner of
0,19250101-5002,19290403-8289,partner of
0,19990327-9083,20010207-7015,partner of
0,19480822-3857,19551205-4652,partner of
0,20030202-3180,20070422-5062,partner of
0,19740201-3605,19770826-5287,partner of
0,19711127-7804,19730714-6543,partner of
0,19580428-8650,19620630-8408,partner of
0,19990311-8131,19960101-2490,partner of
0,19250101-3563,19280917-7628,partner of
0,19620213-8436,19661003-1843,partner of
0,19250101-2706,19321231-9838,partner of
0,19980706-3239,20030415-1484,partner of
0,19560916-7122,19620522-0022,partner of
0,19510108-8272,19560218-8917,partner of
0,19560914-9201,19570226-3807,partner of
0,19690417-3954,19740709-2987,partner of
1,19980311-7049,19960626-2990,partner of
2,19980311-7049,19940101-6263,partner of
3,19960626-2990,19940101-6263,partner of
0,19550116-9275,19580219-1534,partner of
0,20031231-5287,20101211-6295,partner of
0,19610502-4289,19681231-8262,partner of
1,19981027-1079,19960101-8776,partner of
0,19981129-0927,19970330-9309,partner of
0,19790524-0780,19790524-4193,partner of
0,19611007-3674,19651116-8263,partner of
0,19950710-6380,20010526-8242,partner of
0,19250101-5410,19290113-5231,partner of
1,19991016-8513,19961115-6757,partner of
2,19991016-8513,19940101-3003,partner of
3,19961115-6757,19940101-3003,partner of
0,19980622-6349,19970120-0171,partner of
0,19450501-5189,19490912-8570,partner of
0,19510715-5653,19581231-0024,partner of
0,19520713-2026,19520719-4180,partner of
0,19770825-0285,19770825-5068,partner of
0,19860807-8052,19861209-4242,partner of
0,19880901-7699,19900902-7153,partner of
0,19710101-1918,19761215-9131,partner of
0,20031231-6934,20080520-1116,partner of
0,19700810-1843,19771231-0800,partner of
0,19900531-2851,19940215-6579,partner of
0,20031231-9151,20050901-5453,partner of
0,19900726-0881,19950430-6265,partner of
0,19700921-3347,19711224-8573,partner of
0,19850402-4560,19890401-3322,partner of
0,19640723-0581,19650817-2129,partner of
0,19610716-1820,19610716-3110,partner of
0,20031231-3431,20070507-6022,partner of
0,19890302-5900,19950922-0525,partner of
0,19520812-1654,19570512-1681,partner of
0,19561121-4108,19590414-5759,partner of
0,19980613-4445,19960312-9314,partner of
0,19690808-4501,19731202-2555,partner of
0,19440831-5051,19480617-5307,partner of
0,20031231-4550,20070709-3348,partner of
0,19911229-7802,19981231-6380,partner of
0,19710604-3216,19721006-8135,partner of
0,19250101-7165,19281112-9372,partner of
0,19490512-9390,19510611-8824,partner of
0,19430714-9435,19480629-0032,partner of
0,19750226-9995,19771014-2722,partner of
0,19461205-7732,19500518-8811,partner of
0,20031231-9297,20050729-2967,partner of
0,19590128-7228,19611129-8291,partner of
0,19940218-1213,19970829-1430,partner of
0,19540809-1999,19541007-0253,partner of
0,19630309-7749,19650409-4187,partner of
0,20021102-8273,19570118-5561,child of
1,19570118-5561,20021102-8273,parent of
2,20021102-8273,19570619-3035,child of
3,19570619-3035,20021102-8273,parent of
0,19570118-5561,19570619-3035,partner of
1,20021102-8273,19990315-2942,partner of
2,20021102-8273,19960531-1923,partner of
3,19990315-2942,19960531-1923,partner of
0,19571023-8965,19620717-5375,partner of
0,19890517-0005,19910320-7345,partner of
0,19750203-5203,19781001-4053,partner of
0,19980607-3595,19961018-9442,partner of
1,19980607-3595,19950126-1676,partner of
2,19961018-9442,19950126-1676,partner of
0,19550320-4334,19590301-3823,partner of
0,19601231-2157,20010920-4002,partner of
0,20021026-2125,20021026-7705,partner of
0,19631123-1961,19690110-2414,partner of
0,20031231-3760,20040713-4293,partner of
0,19581110-7440,19640326-5816,partner of
0,19680315-6761,19751231-2343,partner of
1,20010531-3061,19950905-5485,partner of
0,20011108-2299,20061104-8898,partner of
0,19610401-7772,19611101-3012,partner of
0,19990113-9653,19960115-1687,partner of
1,19990113-9653,19941208-3556,partner of
2,19960115-1687,19941208-3556,partner of
0,19280608-2425,19311020-8500,partner of
1,19980307-3165,19960906-7464,partner of
2,19980307-3165,19940112-8040,partner of
3,19960906-7464,19940112-8040,partner of
0,19980722-2028,19960119-8851,partner of
0,19480401-5967,19520102-8457,partner of
0,19681117-7909,19741005-5984,partner of
0,20031231-4980,20071024-1931,partner of
0,20000801-0508,19930602-1334,partner of
0,19430902-5021,19501231-7854,partner of
0,19870504-9205,19890807-0836,partner of
0,19500510-0489,19510921-0990,partner of
0,19500929-5351,19550414-1948,partner of
1,20031202-9240,19940612-1331,partner of
0,19910215-8923,19970913-4901,partner of
0,19690130-9968,19751005-3119,partner of
0,19630317-6514,19660708-5852,partner of
0,19381025-5972,19410706-1863,partner of
0,19710713-5828,19741203-1334,partner of
0,19430903-5671,19460122-0946,partner of
0,19250101-7280,19301203-6735,partner of
0,19400607-4665,19400622-9498,partner of
0,19430901-1488,19470625-5861,partner of
0,19640802-0276,19710630-5241,partner of
0,20031231-2149,20070221-9660,partner of
0,19860423-2243,19891030-5399,partner of
0,19380917-6390,19421024-3739,partner of
0,19630702-6066,19700417-5710,partner of
0,19250101-7256,19250415-7371,partner of
0,19451101-3031,19490213-4799,partner of
0,19950504-2782,19980728-8083,partner of
0,19250101-7375,19321231-8429,partner of
0,19560816-1286,19610120-8715,partner of
0,20000817-2233,19960712-0226,partner of
0,19290219-0624,19361231-4464,partner of
0,19321106-8127,19380521-1373,partner of
0,19680107-1225,19690401-7478,partner of
0,19980707-4320,19990626-8546,partner of
0,19661024-3402,19681018-4176,partner of
0,19450914-0381,19490430-6252,partner of
0,19470530-8912,19520609-6127,partner of
0,19670226-5011,19680704-4319,partner of
0,19711114-3205,19711114-6407,partner of
0,19580916-9912,19580916-2794,partner of
0,19681114-3358,19730521-5564,partner of
0,19250101-1139,19310104-6406,partner of
0,19470317-2025,19511202-3027,partner of
0,19361027-6520,19391203-9467,partner of
0,19250101-5544,19310321-7899,partner of
0,19250122-4701,19290410-2048,partner of
0,19671031-4216,19720125-4440,partner of
0,19250101-7266,19290824-5254,partner of
0,19800220-9896,19870304-8271,partner of
0,19860706-6717,19890914-8461,partner of
0,19900907-5133,19921011-1755,partner of
0,19450806-4558,19450806-9228,partner of
0,19940818-2639,19971109-3050,partner of
0,19770916-6980,19810203-6468,partner of
0,19790515-1944,19860614-4607,partner of
0,19610426-7027,19610824-8697,partner of
0,19760814-9482,19780525-7772,partner of
0,19380907-5281,19420901-9058,partner of
0,19400620-4840,19440714-3817,partner of
0,19340722-4198,19380608-6845,partner of
0,19780407-2571,19780407-4627,partner of
0,19660102-3684,19690829-7536,partner of
0,19560912-8520,19611115-4877,partner of
0,19301218-1040,19351018-8403,partner of
0,19411019-4096,19470126-8899,partner of
0,19660109-4199,19731126-6986,partner of
0,19770103-6296,19790307-8884,partner of
0,19250101-0551,19290210-8477,partner of
0,19351116-2220,19361029-6151,partner of
0,20031231-7042,20031231-8869,partner of
0,19750221-5486,19750221-5430,partner of
0,19901108-7729,19970309-3770,partner of
0,19750130-4807,19790213-2443,partner of
0,19261017-8915,19320808-1024,partner of
0,20031231-6078,20060624-7397,partner of
0,19640319-3448,19951101-7267,partner of
0,19780626-2011,19850810-4597,partner of
0,19980216-4596,19970112-7992,partner of
0,19720718-4556,19760825-0087,partner of
0,20031231-9640,20101231-4938,partner of
0,19250101-6781,19321231-2929,partner of
0,19771223-0116,20000116-6123,partner of
0,19741104-8323,19811231-7986,partner of
0,19820613-9713,19850605-1412,partner of
1,19820613-9713,19950324-8233,partner of
2,19850605-1412,19950324-8233,partner of
3,20010311-5996,19950324-8233,partner of
0,19560313-5779,19620404-1702,partner of
0,20031231-7152,20081010-5361,partner of
0,19940116-7770,20010115-0962,partner of
0,19540523-5472,19580103-0953,partner of
1,20000420-0445,19961013-2898,partner of
0,20031231-8574,20031231-4700,partner of
0,19720808-2277,19770920-6106,partner of
0,19980622-0735,19961030-5648,partner of
0,20031231-7716,20080916-5233,partner of
0,19390308-4362,19450302-5994,partner of
0,19290920-9165,19350411-0082,partner of
0,19780613-7245,19851231-2506,partner of
0,19670702-7953,19711008-2592,partner of
0,19750531-5371,19750531-1191,partner of
0,19700107-0675,19740613-8925,partner of
0,19630805-6120,19640818-1458,partner of
0,19430507-6247,19490902-2652,partner of
0,19250101-0245,19310913-4051,partner of
0,19560318-7388,19600729-2394,partner of
0,19751018-0122,19780223-2638,partner of
0,19980110-1990,19960504-3748,partner of
0,20031006-8554,19450628-5557,child of
1,19450628-5557,20031006-8554,parent of
0,19800401-7253,19820911-8506,partner of
0,19480728-7273,19480820-0696,partner of
0,19310410-4102,19370613-6430,partner of
0,19680721-3536,19730211-9286,partner of
0,19770316-3184,19791119-9021,partner of
1,19990330-6473,19970221-2333,partner of
0,19691016-6756,19761231-4368,partner of
0,19551015-2258,19571013-0381,partner of
0,19250101-1917,19291126-2845,partner of
1,19980101-8261,19971231-9659,partner of
2,19980101-8261,19950113-8323,partner of
3,19971231-9659,19950113-8323,partner of
0,19431112-3695,19460731-9548,partner of
1,20001105-0156,19990330-3776,partner of
2,20001105-0156,19961108-3086,partner of
3,19990330-3776,19961108-3086,partner of
0,19250101-5718,19290124-1527,partner of
1,19981207-7021,19960808-6820,partner of
2,19981207-7021,19940818-7694,partner of
3,19960808-6820,19940818-7694,partner of
0,19640712-6138,19650711-8437,partner of
0,19880614-9633,19920303-2880,partner of
0,20031231-0224,20070331-8630,partner of
0,19600711-4089,19620329-1584,partner of
0,19970119-2740,19970724-5771,partner of
0,19680516-7904,19680516-6477,partner of
0,19350606-1077,19420515-3808,partner of
0,19470118-0009,19510618-8995,partner of
0,19931206-0748,19981130-4902,partner of
0,19620529-7787,19650206-1410,partner of
0,19830619-9977,19841030-8855,partner of
0,19610502-5204,19671007-8377,partner of
0,19470117-5708,19511002-9026,partner of
0,19500401-6414,19520807-6300,partner of
0,19920717-3124,19980511-4210,partner of
0,20031231-9243,20101231-7545,partner of
0,20030920-1297,20040915-0064,partner of
0,19810701-2473,19840907-2490,partner of
0,19250101-5841,19280302-2533,partner of
0,19550403-5390,19621231-1823,partner of
0,19680809-5506,19710204-0545,partner of
0,20030910-5230,19840611-9695,child of
1,19840611-9695,20030910-5230,parent of
0,20011231-6908,19980924-3048,partner of
1,20011231-6908,19960803-8616,partner of
2,19980924-3048,19960803-8616,partner of
0,19960110-1241,20021206-9548,partner of
0,19631117-4881,19701013-4627,partner of
0,19270726-6882,19320305-2483,partner of
0,19461218-4657,19521119-0429,partner of
1,20001228-3464,19980605-7098,partner of
2,20001228-3464,19961024-0528,partner of
3,20001228-3464,19950325-6657,partner of
4,19980605-7098,19961024-0528,partner of
5,19980605-7098,19950325-6657,partner of
6,19961024-0528,19950325-6657,partner of
0,19490623-5279,19490623-0058,partner of
0,19490625-8068,19510312-9834,partner of
0,19451231-9558,19480612-6767,partner of
0,19730914-5562,19770511-3997,partner of
0,19691008-8561,19720907-5641,partner of
0,19700108-8138,19731213-3938,partner of
0,19700515-1140,19771231-0829,partner of
0,19431221-3460,19501231-1347,partner of
0,19610610-5236,19650215-4326,partner of
0,20030303-5493,19431111-8639,child of
1,19431111-8639,20030303-5493,parent of
0,20030303-5493,20000513-7629,partner of
1,20030303-5493,19970905-6630,partner of
0,19620724-2898,19681115-5561,partner of
0,19490919-5832,19551013-1464,partner of
1,19980831-9227,19960101-8996,partner of
2,19980831-9227,19941002-6496,partner of
3,19960101-8996,19941002-6496,partner of
0,20031231-5191,20080125-0466,partner of
0,19810702-3572,19820407-3734,partner of
0,19250101-6535,19250402-7553,partner of
0,19771029-2034,19820423-0086,partner of
0,19660330-4396,19670419-3645,partner of
0,19901119-7511,19970317-4319,partner of
0,19770830-4081,19830220-8673,partner of
1,19830220-8673,19961028-1560,partner of
2,20000724-9952,19961028-1560,partner of
0,19610125-6028,19610329-2406,partner of
0,19650809-6559,19680603-8595,partner of
0,19430506-1249,19500616-9889,partner of
0,19910912-6528,19930106-9811,partner of
0,19470508-8609,19500920-6719,partner of
0,19430521-0535,19480403-6725,partner of
0,19620525-0031,19640123-3907,partner of
0,20000222-4859,20000222-9736,partner of
0,19890123-6061,19890123-9048,partner of
0,19780125-7362,19830629-5477,partner of
0,20030205-6830,19430424-2473,child of
1,19430424-2473,20030205-6830,parent of
0,20030205-6830,19980802-7005,partner of
1,20030205-6830,19970220-9582,partner of
2,20030205-6830,19950516-5313,partner of
3,19980802-7005,19970220-9582,partner of
4,19980802-7005,19950516-5313,partner of
5,19970220-9582,19950516-5313,partner of
0,19581015-4612,19601130-6183,partner of
1,19990122-6796,19960922-3539,partner of
0,19480306-6950,19540511-6265,partner of
0,19551130-0407,19610624-4168,partner of
0,19780514-3785,19810401-8427,partner of
0,19560415-0071,19610208-5936,partner of
0,19671002-9969,19741231-5461,partner of
0,19280308-3679,19280308-8170,partner of
0,19250101-5327,19300117-3130,partner of
1,19991007-1357,19961204-5284,partner of
2,19991007-1357,19940426-9105,partner of
3,19961204-5284,19940426-9105,partner of
0,19580121-7143,19650802-2844,partner of
0,19300901-4969,19371231-6543,partner of
0,19420726-0836,19451215-3026,partner of
0,19250101-2678,19301001-5847,partner of
1,19980506-2621,19970702-7229,partner of
2,19980506-2621,19950602-6296,partner of
3,19970702-7229,19950602-6296,partner of
0,19321016-6147,19370415-8610,partner of
0,19250101-9617,19280321-1725,partner of
1,19980511-8219,19960525-0784,partner of
2,19980511-8219,19950507-9506,partner of
3,19960525-0784,19950507-9506,partner of
0,19760520-0941,19811115-6942,partner of
0,19650424-4747,19710512-7554,partner of
0,19660427-8422,19690820-9249,partner of
0,19990330-6122,19961117-0297,partner of
0,19250101-6236,19321030-0719,partner of
0,19250101-0976,19311112-3681,partner of
0,19541011-2320,19580131-5898,partner of
0,19810326-0840,19860926-0450,partner of
0,19591009-0863,19640824-5953,partner of
0,19660123-5470,19701019-1559,partner of
0,19620514-4273,19691231-9362,partner of
0,20000117-8545,20050617-1159,partner of
0,19581218-1152,19640712-7502,partner of
0,19860501-1535,19890207-9122,partner of
1,19890207-9122,20000101-9747,partner of
0,19591231-6640,19640616-3940,partner of
0,19990204-5052,19960824-4432,partner of
0,19600810-6445,19670630-5071,partner of
0,19420801-3838,19450613-9284,partner of
1,20020809-2182,19950829-4320,partner of
0,19330203-3627,19361103-5373,partner of
0,19880915-3261,19910507-0968,partner of
0,19930911-1791,19970303-4037,partner of
0,19461101-8225,19470103-8224,partner of
0,20031231-0041,20040221-2366,partner of
0,19810803-7172,19861116-6072,partner of
0,19290618-8740,19330321-1394,partner of
1,19980805-3976,19961231-9080,partner of
0,19880421-3466,19930123-5537,partner of
0,19560706-6816,19600701-2812,partner of
0,19590806-3560,19590806-4491,partner of
0,19690513-5535,19731127-7444,partner of
0,19681103-1674,19700328-5961,partner of
0,19791115-0505,19851102-2697,partner of
0,19691128-6793,19710520-7106,partner of
0,19660215-2546,19731231-6420,partner of
0,20020101-5337,19760125-3213,child of
1,19760125-3213,20020101-5337,parent of
0,19470311-9449,19501128-3893,partner of
0,19400904-2800,19430919-8881,partner of
0,19700223-2825,19720802-2739,partner of
0,19950902-7666,19950902-2304,partner of
0,20010321-1896,19980110-2183,partner of
0,20020828-0893,19820822-6122,child of
1,19820822-6122,20020828-0893,parent of
0,19780108-6857,20020828-0893,partner of
1,19780108-6857,19981117-1230,partner of
2,20020828-0893,19981117-1230,partner of
3,20020828-0893,19960711-8170,partner of
4,19981117-1230,19960711-8170,partner of
0,19370123-8995,19420326-7171,partner of
0,19720831-9384,19751227-2170,partner of
0,19990615-7165,19960518-9669,partner of
1,19990615-7165,19940101-1964,partner of
2,19960518-9669,19940101-1964,partner of
0,19861210-5233,19900919-0398,partner of
0,19311014-5105,19320423-9418,partner of
1,19980709-7895,19960111-1206,partner of
0,19441203-0826,19441203-2037,partner of
0,20000417-3607,20071231-3596,partner of
0,19250101-9126,19250101-7355,partner of
0,19460916-0175,19520906-9831,partner of
0,19570617-4184,19640611-0134,partner of
0,19350725-3279,19381216-8261,partner of
0,19471108-3808,19511002-5247,partner of
0,19250101-4588,19300131-7425,partner of
0,19900719-2044,19910722-3563,partner of
0,19941003-1320,19991005-8019,partner of
0,19840302-9785,19870705-6761,partner of
0,19350423-4321,19380325-4673,partner of
0,19660917-5071,19731231-0003,partner of
0,20031231-6580,20031231-2907,partner of
0,19790424-9149,19840103-4369,partner of
0,19980421-0490,19960720-0111,partner of
0,19281017-5818,19331115-8038,partner of
0,19970207-3436,19990210-3414,partner of
0,20020830-5778,20060102-5710,partner of
0,19780102-1165,19851231-5790,partner of
0,19250101-9041,19290319-8411,partner of
1,19990330-6932,19960101-0035,partner of
0,19481109-1082,19510125-5108,partner of
1,19990305-3939,19970331-7981,partner of
2,19990305-3939,19950702-8336,partner of
3,19970331-7981,19950702-8336,partner of
0,19980814-6295,19970217-8979,partner of
0,19891230-1600,19931204-0456,partner of
0,19660305-4777,19720716-1993,partner of
0,19461217-1267,19510318-0568,partner of
0,19680527-4381,19701102-7286,partner of
0,19441104-1839,19511231-0520,partner of
0,19360129-5330,19431207-5925,partner of
1,19980704-6432,19961021-9165,partner of
0,19520520-3289,19560708-2660,partner of
0,19540314-1460,19540501-0222,partner of
0,19750902-6005,19800129-8887,partner of
0,19460909-0705,19470915-3341,partner of
0,19541101-3507,19560803-1495,partner of
0,19981206-0851,19960523-9298,partner of
0,19750813-9380,19780709-0890,partner of
0,19420120-3226,19480124-6524,partner of
0,19730107-5240,19730924-7162,partner of
0,19530307-9178,19561023-1535,partner of
0,19301227-0412,19311023-3167,partner of
0,19780726-2433,19781026-0592,partner of
0,19851230-9749,19920401-7337,partner of
0,19380307-6678,19451231-2683,partner of
1,19980927-0777,19960323-9950,partner of
0,19691220-8942,19751224-2141,partner of
0,19450629-7287,19520822-4099,partner of
0,19611211-6121,19650906-6503,partner of
0,20020813-2750,19821126-5023,child of
1,19821126-5023,20020813-2750,parent of
0,19601102-0263,19650531-1657,partner of
0,19550919-5762,19601031-9621,partner of
0,19920628-6571,19950615-9326,partner of
0,19530309-1330,19570112-0773,partner of
0,19871221-7419,19921202-1997,partner of
0,19780222-3224,19790218-1368,partner of
0,19490223-5929,19500116-3129,partner of
0,19950502-3334,20001106-2490,partner of
0,19620817-1412,19680824-2881,partner of
0,19800327-7584,19840408-4482,partner of
0,19440203-1995,19470807-5452,partner of
0,19250101-4597,19290726-5871,partner of
0,19671128-7575,19720120-6872,partner of
0,19480922-9660,19530505-4607,partner of
0,19800425-0006,19810521-3908,partner of
0,19800323-6482,19871231-3540,partner of
0,19330812-4788,19380918-6100,partner of
1,19980101-4530,19970204-6607,partner of
0,19400326-6337,19441221-1593,partner of
0,20031231-2663,20050427-9253,partner of
0,19850914-1657,19880720-1463,partner of
0,20000420-4245,20010512-9792,partner of
1,20000420-4245,19960126-8955,partner of
2,20010512-9792,19960126-8955,partner of
0,19530913-8100,19570325-4560,partner of
0,20031231-2702,20060910-1512,partner of
0,19840828-1240,19900525-0137,partner of
0,19841218-6543,19961109-3016,partner of
0,19770228-2474,19791002-1618,partner of
0,19471002-2000,19520408-5430,partner of
0,19681229-1666,19681229-2813,partner of
0,19690421-6176,19721113-3138,partner of
0,19810817-8663,19880321-8296,partner of
0,19770320-4335,19841005-8640,partner of
0,19440106-1757,19510105-8750,partner of
0,19810323-5388,19930430-9122,partner of
0,19770321-0341,19771102-9587,partner of
0,19631103-3890,19640823-6182,partner of
0,19480330-9153,19491013-8835,partner of
0,19300428-1875,19340204-5664,partner of
0,19250101-2847,19250226-3536,partner of
0,19980415-6193,19970330-1194,partner of
0,19600829-2083,19640910-6461,partner of
0,19631019-4928,19650518-9039,partner of
0,19360903-8532,19400116-0221,partner of
1,19970812-3222,19960901-6104,partner of
2,19970812-3222,19960901-4181,partner of
3,19960901-6104,19960901-4181,partner of
0,19970928-6744,19990815-9079,partner of
0,19570629-3454,19600815-5183,child of
1,19600815-5183,19570629-3454,parent of
0,19710430-0838,19751219-7636,partner of
0,19840724-1665,19911231-4054,partner of
0,20031231-3927,20090506-0876,partner of
0,19660110-0133,19730712-7141,partner of
0,19821127-1773,19830927-9590,partner of
0,19671225-4497,19680629-5300,partner of
0,19250101-3875,19300610-1099,partner of
1,19980101-5229,19961006-8963,partner of
0,19410408-3144,19451127-2606,partner of
0,19530220-9780,19601231-7560,partner of
0,19621023-9455,19691028-6501,partner of
0,19790605-7119,19990626-4500,partner of
0,20031231-3559,20031231-3695,partner of
0,20030818-8333,20101231-7312,partner of
0,19250101-2958,19250101-9197,partner of
0,19800126-6397,19801228-7189,partner of
0,19920902-4045,19991231-5335,partner of
0,19580720-8681,19630821-7644,partner of
0,19250101-0395,19251229-9253,partner of
0,19980712-5084,20010614-8055,partner of
0,19890208-8203,19950622-2975,partner of
0,19281119-2961,19291101-7782,partner of
1,19950206-7952,19980518-8440,partner of
2,19950206-7952,19980518-8396,partner of
3,19980518-8440,19980518-8396,partner of
0,19790324-3037,19840707-1897,partner of
0,20031231-2842,20101231-4590,partner of
0,19450425-9555,19470816-5752,partner of
0,20031231-1663,20061002-0164,partner of
0,19690517-7622,19750618-0883,partner of
0,19391012-3501,19391103-2247,partner of
0,19980515-3059,19970401-1585,partner of
1,19980515-3059,19940912-8393,partner of
0,19620628-4164,19640411-0361,partner of
0,19781024-5213,19841012-3150,partner of
0,19990314-2753,20061231-9063,partner of
0,19800103-8865,19820111-3543,partner of
0,19590512-5877,19620813-5807,partner of
0,19560518-7614,19590805-3726,partner of
0,19670408-1868,19670408-4058,partner of
0,19441105-4325,19510519-7171,partner of
0,19560907-4748,19610322-2666,partner of
0,19830204-1293,19901231-9520,partner of
0,19380216-4051,19421126-5203,partner of
0,19981109-9371,19960502-0380,partner of
0,19980428-9702,19970103-5676,partner of
0,19730924-5100,19791223-6026,partner of
0,19571204-0674,19630129-2678,partner of
0,19770623-9462,19800225-7841,partner of
0,19790413-7294,19811231-6726,partner of
0,19930604-6144,19950718-0202,partner of
0,19410327-8108,19410327-8961,partner of
0,19980814-2497,19960409-1180,partner of
0,19460713-4422,19531231-3470,partner of
0,19400223-8181,19420823-1997,partner of
0,19880608-7306,19910627-7912,partner of
0,19250101-9962,19300526-7903,partner of
1,19980729-2962,19960722-6845,partner of
0,19730310-0071,19761110-2796,partner of
0,19250101-9130,19270218-3061,partner of
0,19631206-8075,19651107-2963,partner of
0,19590415-8244,19630106-7915,partner of
0,19950117-8866,19960514-6723,partner of
0,19620930-1030,19680526-2656,partner of
0,19410912-4357,19420618-7584,partner of
